# timestamp wx wy wz ax ay az
1455210115907901440 -0.0065325096360987 0.0076476549533086 -0.0009352536577668 -0.0069923435581668 0.0068108036412207 -0.0035154078658147
1455210115923943168 -0.0058656222968724 0.0079947324186683 -0.0009946830124884 -0.0068645055799746 0.0066436736065600 -0.0036663270226464
1455210115939912704 -0.0052383843719732 0.0082217904787653 -0.0010473903544049 -0.0067268466612018 0.0065395521263001 -0.0038612741786877
1455210115956504576 -0.0046980489869970 0.0083466516953441 -0.0010799263766694 -0.0065666006333944 0.0065290821617058 -0.0041041865920075
1455210115971781888 -0.0042960187844444 0.0084337660961134 -0.0010352641104721 -0.0063721279597077 0.0066427490314398 -0.0043958243425697
1455210115987899904 -0.0040673508643330 0.0085679935032599 -0.0008414627292215 -0.0061280148449400 0.0069100246253914 -0.0047365427780883
1455210116004863744 -0.0039947647457474 0.0087870819232283 -0.0004322648068517 -0.0058113188091164 0.0073588007158092 -0.0051307400838593
1455210116019855872 -0.0040246662957678 0.0090378522867861 0.0002222962438341 -0.0053963941441930 0.0080114900990439 -0.0055899070217952
1455210116035927808 -0.0041061026884262 0.0092190795214267 0.0011064665719440 -0.0048650106846710 0.0088803113912535 -0.0061310082587708
1455210116052312576 -0.0042044063364271 0.0092760323235615 0.0022040893221915 -0.0042134443797180 0.0099644230684907 -0.0067700637357349
1455210116067966208 -0.0042925180656058 0.0092005390932202 0.0035112688206211 -0.0034522198490032 0.0112491995764077 -0.0075145281027453
1455210116084124672 -0.0043310149425148 0.0089933025992155 0.0050476661263169 -0.0026000888116507 0.0127087444961878 -0.0083589868739504
1455210116100252672 -0.0042673586677012 0.0086378309563315 0.0068250136781908 -0.0016767345228649 0.0143105836450356 -0.0092863711094465
1455210116115950336 -0.0040289889709115 0.0080824010072007 0.0088292526058559 -0.0007007544127692 0.0160168393071760 -0.0102726241909928
1455210116131860992 -0.0034995143907347 0.0072577945657272 0.0110366102927764 0.0003028016087140 0.0177788089264768 -0.0112916789654892
1455210116147793664 -0.0025694661917687 0.0060740473184285 0.0134012335976334 0.0012925316863062 0.0195313393108533 -0.0123176324594015
1455210116164084480 -0.0012024241953957 0.0044729557703067 0.0158264214927089 0.0022111996228079 0.0211960327076151 -0.0133231296470516
1455210116179928832 0.0005439055008883 0.0024609205807374 0.0181948824894898 0.0029981302690314 0.0226945074861285 -0.0142773825848672
1455210116195855872 0.0025589764343443 0.0001345848434784 0.0204173137719793 0.0036023234839218 0.0239634014787615 -0.0151469335342481
1455210116211915264 0.0047295290936894 -0.0023716078223017 0.0224209230826256 0.0040150345619723 0.0249275551623328 -0.0158145025399461
1455210116227948800 0.0068619331837737 -0.0048469703460617 0.0241822897061515 0.0041539261401514 0.0256296188856968 -0.0164134103616148
1455210116243902464 0.0088145354599182 -0.0071407691230421 0.0256402625335833 0.0040351737692600 0.0260277241668878 -0.0168259338284204
1455210116261156352 0.0104552997337991 -0.0091369797803634 0.0267453458236391 0.0036622569616658 0.0261269142360748 -0.0170192142790119
1455210116275943424 0.0117042580975013 -0.0107671739640656 0.0274447444869023 0.0030529624313273 0.0259436199772972 -0.0169658080660095
1455210116292366848 0.0125029985675711 -0.0119755965667717 0.0277250387353551 0.0022329328591987 0.0255003060096056 -0.0166460097943607
1455210116307840512 0.0128111610938653 -0.0126895828588034 0.0276317265753299 0.0012309159233591 0.0248235718306059 -0.0160467571225462
1455210116323958784 0.0125941146971566 -0.0128423734675461 0.0272371969863487 0.0000789424577369 0.0239468004682422 -0.0151601523894715
1455210116341125376 0.0118277408817826 -0.0124123567072886 0.0266228686346727 -0.0011858957196433 0.0229110345162850 -0.0139849050848449
1455210116356114688 0.0104871558234870 -0.0113893852283970 0.0258546021595274 -0.0025232624176838 0.0217592090426026 -0.0125295205571921
1455210116372216576 0.0085717298785567 -0.0098135787996063 0.0249562716593066 -0.0038944821504157 0.0205287996917904 -0.0108137231132721
1455210116387852544 0.0061517701941045 -0.0078053619020548 0.0238957394094214 -0.0052650657314984 0.0192513761576984 -0.0088668515713312
1455210116403936256 0.0033579057096121 -0.0055412349955726 0.0226470156584032 -0.0066040848999804 0.0179566442490173 -0.0067257478457902
1455210116420974336 0.0003263827702151 -0.0031956788418301 0.0212135061966006 -0.0078837384560285 0.0166733344390134 -0.0044341636110366
1455210116436670464 -0.0028080266576276 -0.0008991087325732 0.0196423085355339 -0.0090825893830197 0.0154236626464174 -0.0020429312572099
1455210116452099584 -0.0058945877457936 0.0012024752241072 0.0179878843464499 -0.0101910674517291 0.0142181916828263 0.0003914694896584
1455210116468518144 -0.0087833532922825 0.0029797286155208 0.0162808772806993 -0.0112112951495775 0.0130587447415063 0.0028112908866104
1455210116483991296 -0.0113791387610176 0.0043428106055239 0.0145046159965761 -0.0121508720105375 0.0119439156271244 0.0051633472391429
1455210116499874304 -0.0136242493663310 0.0052387561859000 0.0126219699062512 -0.0130176585666789 0.0108705818322974 0.0074017095126947
1455210116516072960 -0.0153277319902767 0.0054988566705002 0.0106005284275166 -0.0139280898816589 0.0098872597497044 0.0100784949970679
1455210116531942144 -0.0167099208498769 0.0054488425163156 0.0085165672495408 -0.0146644297603798 0.0088772376648481 0.0119674496400165
1455210116548401152 -0.0176109213162362 0.0049930545363572 0.0063740000970234 -0.0153320273564821 0.0078895633257598 0.0136296804362745
1455210116564296960 -0.0180432812914210 0.0041412094528748 0.0041889044807524 -0.0159218878443475 0.0069202094387006 0.0150439168979074
1455210116579897856 -0.0180202405207551 0.0028647294243945 0.0019630039080237 -0.0164294656629851 0.0059636520789809 0.0161998572154802
1455210116596145408 -0.0175645293398223 0.0011678648738522 -0.0003014145046760 -0.0168589108223940 0.0050123952480229 0.0170949105316893
1455210116612086016 -0.0167112602047857 -0.0008408954413492 -0.0025348191102921 -0.0172178406536473 0.0040592892357498 0.0177329348743306
1455210116628293632 -0.0155635722992410 -0.0029777517629229 -0.0046335967330718 -0.0175082539268814 0.0031002907840883 0.0181251305544593
1455210116644089600 -0.0142652953390000 -0.0050447538075366 -0.0064812089759928 -0.0177221267523722 0.0021355228027602 0.0182909944122047
1455210116660131328 -0.0129339589254466 -0.0068683560163266 -0.0079855165255241 -0.0178445824129173 0.0011683670408002 0.0182591651717228
1455210116676049152 -0.0116319734775804 -0.0083442229430573 -0.0091003477520995 -0.0178604821121896 0.0002031531445211 0.0180669317843698
1455210116691963648 -0.0103757178875950 -0.0094459845701067 -0.0098078403663011 -0.0177578591954989 -0.0007558344175943 0.0177566669137815
1455210116708013568 -0.0091726062805868 -0.0101795093220535 -0.0101008306520334 -0.0175252828058515 -0.0017017531220590 0.0173707106310627
1455210116724009984 -0.0080023986815986 -0.0105613415335250 -0.0099638086510073 -0.0171489378606267 -0.0026232637449464 0.0169464601004346
